SampleID	Locus	Reads
SRR26819214	Pf3D7_05_v3-350808-351052-1A	114
SRR26819303	Pf3D7_05_v3-350808-351052-1A	68
SRR26819303	Pf3D7_05_v3-350808-351052-1A	158
SRR26819211	Pf3D7_05_v3-350808-351052-1A	138
SRR26819507	Pf3D7_05_v3-350808-351052-1A	50
SRR26819507	Pf3D7_05_v3-350808-351052-1A	2
SRR26819507	Pf3D7_05_v3-350808-351052-1A	9
SRR26819507	Pf3D7_05_v3-350808-351052-1A	3
SRR26819507	Pf3D7_05_v3-350808-351052-1A	108
SRR26819151	Pf3D7_05_v3-350808-351052-1A	125
SRR26819151	Pf3D7_05_v3-350808-351052-1A	9
SRR26819397	Pf3D7_05_v3-350808-351052-1A	218
SRR26819546	Pf3D7_05_v3-350808-351052-1A	98
SRR26819141	Pf3D7_05_v3-350808-351052-1A	122
SRR26819141	Pf3D7_05_v3-350808-351052-1A	67
SRR26819141	Pf3D7_05_v3-350808-351052-1A	1
SRR26819141	Pf3D7_05_v3-350808-351052-1A	58
SRR26819206	Pf3D7_05_v3-350808-351052-1A	27
SRR26819206	Pf3D7_05_v3-350808-351052-1A	213
SRR26819532	Pf3D7_05_v3-350808-351052-1A	116
SRR26819246	Pf3D7_05_v3-350808-351052-1A	238
SRR26819538	Pf3D7_05_v3-350808-351052-1A	120
SRR26819526	Pf3D7_05_v3-350808-351052-1A	106
SRR26819220	Pf3D7_05_v3-350808-351052-1A	42
SRR26819220	Pf3D7_05_v3-350808-351052-1A	58
SRR26819528	Pf3D7_05_v3-350808-351052-1A	59
SRR26819528	Pf3D7_05_v3-350808-351052-1A	81
SRR26819595	Pf3D7_05_v3-350808-351052-1A	172
SRR26819202	Pf3D7_05_v3-350808-351052-1A	101
SRR26819202	Pf3D7_05_v3-350808-351052-1A	29
SRR26819202	Pf3D7_05_v3-350808-351052-1A	61
SRR26819570	Pf3D7_05_v3-350808-351052-1A	42
SRR26819570	Pf3D7_05_v3-350808-351052-1A	113
SRR26819531	Pf3D7_05_v3-350808-351052-1A	131
SRR26819324	Pf3D7_05_v3-350808-351052-1A	129
SRR26819324	Pf3D7_05_v3-350808-351052-1A	65
SRR26819300	Pf3D7_05_v3-350808-351052-1A	196
SRR26819514	Pf3D7_05_v3-350808-351052-1A	89
SRR26819514	Pf3D7_05_v3-350808-351052-1A	51
SRR26819514	Pf3D7_05_v3-350808-351052-1A	48
SRR26819514	Pf3D7_05_v3-350808-351052-1A	23
SRR26819313	Pf3D7_05_v3-350808-351052-1A	78
SRR26819313	Pf3D7_05_v3-350808-351052-1A	73
SRR26819313	Pf3D7_05_v3-350808-351052-1A	14
SRR26819200	Pf3D7_05_v3-350808-351052-1A	225
SRR26819398	Pf3D7_05_v3-350808-351052-1A	149
SRR26819398	Pf3D7_05_v3-350808-351052-1A	1
SRR26819356	Pf3D7_05_v3-350808-351052-1A	154
SRR26819240	Pf3D7_05_v3-350808-351052-1A	7
SRR26819240	Pf3D7_05_v3-350808-351052-1A	37
SRR26819240	Pf3D7_05_v3-350808-351052-1A	152
SRR26819508	Pf3D7_05_v3-350808-351052-1A	220
SRR26819208	Pf3D7_05_v3-350808-351052-1A	77
SRR26819540	Pf3D7_05_v3-350808-351052-1A	140
SRR26819345	Pf3D7_05_v3-350808-351052-1A	193
SRR26819506	Pf3D7_05_v3-350808-351052-1A	166
SRR26819213	Pf3D7_05_v3-350808-351052-1A	16
SRR26819213	Pf3D7_05_v3-350808-351052-1A	131
SRR26819135	Pf3D7_05_v3-350808-351052-1A	259
SRR26819606	Pf3D7_05_v3-350808-351052-1A	156
SRR26819228	Pf3D7_05_v3-350808-351052-1A	214
SRR26819365	Pf3D7_05_v3-350808-351052-1A	235
SRR26819501	Pf3D7_05_v3-350808-351052-1A	216
SRR26819505	Pf3D7_05_v3-350808-351052-1A	107
SRR26819505	Pf3D7_05_v3-350808-351052-1A	120
SRR26819505	Pf3D7_05_v3-350808-351052-1A	6
SRR26819212	Pf3D7_05_v3-350808-351052-1A	61
SRR26819212	Pf3D7_05_v3-350808-351052-1A	74
SRR26819474	Pf3D7_05_v3-350808-351052-1A	10
SRR26819474	Pf3D7_05_v3-350808-351052-1A	148
SRR26819139	Pf3D7_05_v3-350808-351052-1A	236
SRR26819400	Pf3D7_05_v3-350808-351052-1A	18
SRR26819400	Pf3D7_05_v3-350808-351052-1A	92
SRR26819400	Pf3D7_05_v3-350808-351052-1A	4
SRR26819215	Pf3D7_05_v3-350808-351052-1A	136
SRR26819553	Pf3D7_05_v3-369676-369949-1A	35
SRR26819545	Pf3D7_05_v3-369676-369949-1A	45
SRR26819214	Pf3D7_05_v3-369676-369949-1A	53
SRR26819303	Pf3D7_05_v3-369676-369949-1A	35
SRR26819303	Pf3D7_05_v3-369676-369949-1A	8
SRR26819211	Pf3D7_05_v3-369676-369949-1A	37
SRR26819507	Pf3D7_05_v3-369676-369949-1A	27
SRR26819151	Pf3D7_05_v3-369676-369949-1A	12
SRR26819151	Pf3D7_05_v3-369676-369949-1A	2
SRR26819397	Pf3D7_05_v3-369676-369949-1A	121
SRR26819546	Pf3D7_05_v3-369676-369949-1A	5
SRR26819141	Pf3D7_05_v3-369676-369949-1A	71
SRR26819206	Pf3D7_05_v3-369676-369949-1A	49
SRR26819532	Pf3D7_05_v3-369676-369949-1A	28
SRR26819246	Pf3D7_05_v3-369676-369949-1A	35
SRR26819538	Pf3D7_05_v3-369676-369949-1A	20
SRR26819526	Pf3D7_05_v3-369676-369949-1A	6
SRR26819220	Pf3D7_05_v3-369676-369949-1A	14
SRR26819528	Pf3D7_05_v3-369676-369949-1A	30
SRR26819595	Pf3D7_05_v3-369676-369949-1A	18
SRR26819202	Pf3D7_05_v3-369676-369949-1A	42
SRR26819202	Pf3D7_05_v3-369676-369949-1A	18
SRR26819570	Pf3D7_05_v3-369676-369949-1A	29
SRR26819570	Pf3D7_05_v3-369676-369949-1A	33
SRR26819541	Pf3D7_05_v3-369676-369949-1A	9
SRR26819531	Pf3D7_05_v3-369676-369949-1A	36
SRR26819324	Pf3D7_05_v3-369676-369949-1A	40
SRR26819300	Pf3D7_05_v3-369676-369949-1A	43
SRR26819514	Pf3D7_05_v3-369676-369949-1A	26
SRR26819514	Pf3D7_05_v3-369676-369949-1A	8
SRR26819313	Pf3D7_05_v3-369676-369949-1A	16
SRR26819200	Pf3D7_05_v3-369676-369949-1A	76
SRR26819398	Pf3D7_05_v3-369676-369949-1A	124
SRR26819356	Pf3D7_05_v3-369676-369949-1A	39
SRR26819240	Pf3D7_05_v3-369676-369949-1A	11
SRR26819508	Pf3D7_05_v3-369676-369949-1A	13
SRR26819208	Pf3D7_05_v3-369676-369949-1A	12
SRR26819540	Pf3D7_05_v3-369676-369949-1A	26
SRR26819345	Pf3D7_05_v3-369676-369949-1A	58
SRR26819506	Pf3D7_05_v3-369676-369949-1A	37
SRR26819213	Pf3D7_05_v3-369676-369949-1A	32
SRR26819135	Pf3D7_05_v3-369676-369949-1A	63
SRR26819606	Pf3D7_05_v3-369676-369949-1A	16
SRR26819228	Pf3D7_05_v3-369676-369949-1A	39
SRR26819365	Pf3D7_05_v3-369676-369949-1A	57
SRR26819501	Pf3D7_05_v3-369676-369949-1A	23
SRR26819505	Pf3D7_05_v3-369676-369949-1A	54
SRR26819212	Pf3D7_05_v3-369676-369949-1A	19
SRR26819212	Pf3D7_05_v3-369676-369949-1A	21
SRR26819474	Pf3D7_05_v3-369676-369949-1A	20
SRR26819139	Pf3D7_05_v3-369676-369949-1A	74
SRR26819400	Pf3D7_05_v3-369676-369949-1A	26
SRR26819400	Pf3D7_05_v3-369676-369949-1A	2
SRR26819215	Pf3D7_05_v3-369676-369949-1A	13
SRR26819553	Pf3D7_05_v3-395887-396136-1A	32
SRR26819207	Pf3D7_05_v3-395887-396136-1A	67
SRR26819545	Pf3D7_05_v3-395887-396136-1A	144
SRR26819527	Pf3D7_05_v3-395887-396136-1A	45
SRR26819527	Pf3D7_05_v3-395887-396136-1A	9
SRR26819527	Pf3D7_05_v3-395887-396136-1A	18
SRR26819214	Pf3D7_05_v3-395887-396136-1A	15
SRR26819214	Pf3D7_05_v3-395887-396136-1A	114
SRR26819303	Pf3D7_05_v3-395887-396136-1A	142
SRR26819211	Pf3D7_05_v3-395887-396136-1A	6
SRR26819211	Pf3D7_05_v3-395887-396136-1A	129
SRR26819507	Pf3D7_05_v3-395887-396136-1A	147
SRR26819151	Pf3D7_05_v3-395887-396136-1A	17
SRR26819151	Pf3D7_05_v3-395887-396136-1A	147
SRR26819397	Pf3D7_05_v3-395887-396136-1A	132
SRR26819546	Pf3D7_05_v3-395887-396136-1A	93
SRR26819141	Pf3D7_05_v3-395887-396136-1A	64
SRR26819141	Pf3D7_05_v3-395887-396136-1A	66
SRR26819141	Pf3D7_05_v3-395887-396136-1A	37
SRR26819206	Pf3D7_05_v3-395887-396136-1A	9
SRR26819206	Pf3D7_05_v3-395887-396136-1A	144
SRR26819532	Pf3D7_05_v3-395887-396136-1A	111
SRR26819246	Pf3D7_05_v3-395887-396136-1A	179
SRR26819538	Pf3D7_05_v3-395887-396136-1A	80
SRR26819526	Pf3D7_05_v3-395887-396136-1A	81
SRR26819220	Pf3D7_05_v3-395887-396136-1A	41
SRR26819220	Pf3D7_05_v3-395887-396136-1A	49
SRR26819528	Pf3D7_05_v3-395887-396136-1A	43
SRR26819528	Pf3D7_05_v3-395887-396136-1A	55
SRR26819595	Pf3D7_05_v3-395887-396136-1A	107
SRR26819202	Pf3D7_05_v3-395887-396136-1A	87
SRR26819202	Pf3D7_05_v3-395887-396136-1A	35
SRR26819570	Pf3D7_05_v3-395887-396136-1A	113
SRR26819541	Pf3D7_05_v3-395887-396136-1A	67
SRR26819531	Pf3D7_05_v3-395887-396136-1A	72
SRR26819324	Pf3D7_05_v3-395887-396136-1A	91
SRR26819324	Pf3D7_05_v3-395887-396136-1A	77
SRR26819324	Pf3D7_05_v3-395887-396136-1A	1
SRR26819300	Pf3D7_05_v3-395887-396136-1A	120
SRR26819514	Pf3D7_05_v3-395887-396136-1A	34
SRR26819514	Pf3D7_05_v3-395887-396136-1A	94
SRR26819514	Pf3D7_05_v3-395887-396136-1A	11
SRR26819514	Pf3D7_05_v3-395887-396136-1A	2
SRR26819514	Pf3D7_05_v3-395887-396136-1A	5
SRR26819313	Pf3D7_05_v3-395887-396136-1A	17
SRR26819313	Pf3D7_05_v3-395887-396136-1A	137
SRR26819200	Pf3D7_05_v3-395887-396136-1A	168
SRR26819398	Pf3D7_05_v3-395887-396136-1A	93
SRR26819398	Pf3D7_05_v3-395887-396136-1A	37
SRR26819356	Pf3D7_05_v3-395887-396136-1A	109
SRR26819240	Pf3D7_05_v3-395887-396136-1A	75
SRR26819240	Pf3D7_05_v3-395887-396136-1A	38
SRR26819508	Pf3D7_05_v3-395887-396136-1A	104
SRR26819208	Pf3D7_05_v3-395887-396136-1A	86
SRR26819540	Pf3D7_05_v3-395887-396136-1A	82
SRR26819345	Pf3D7_05_v3-395887-396136-1A	125
SRR26819506	Pf3D7_05_v3-395887-396136-1A	141
SRR26819213	Pf3D7_05_v3-395887-396136-1A	19
SRR26819213	Pf3D7_05_v3-395887-396136-1A	94
SRR26819135	Pf3D7_05_v3-395887-396136-1A	176
SRR26819606	Pf3D7_05_v3-395887-396136-1A	144
SRR26819228	Pf3D7_05_v3-395887-396136-1A	147
SRR26819365	Pf3D7_05_v3-395887-396136-1A	133
SRR26819501	Pf3D7_05_v3-395887-396136-1A	14
SRR26819501	Pf3D7_05_v3-395887-396136-1A	128
SRR26819505	Pf3D7_05_v3-395887-396136-1A	7
SRR26819505	Pf3D7_05_v3-395887-396136-1A	160
SRR26819212	Pf3D7_05_v3-395887-396136-1A	47
SRR26819212	Pf3D7_05_v3-395887-396136-1A	45
SRR26819474	Pf3D7_05_v3-395887-396136-1A	127
SRR26819474	Pf3D7_05_v3-395887-396136-1A	13
SRR26819139	Pf3D7_05_v3-395887-396136-1A	151
SRR26819139	Pf3D7_05_v3-395887-396136-1A	9
SRR26819400	Pf3D7_05_v3-395887-396136-1A	77
SRR26819400	Pf3D7_05_v3-395887-396136-1A	29
SRR26819215	Pf3D7_05_v3-395887-396136-1A	102
SRR26819553	Pf3D7_05_v3-550803-551072-1A	29
SRR26819207	Pf3D7_05_v3-550803-551072-1A	22
SRR26819545	Pf3D7_05_v3-550803-551072-1A	70
SRR26819527	Pf3D7_05_v3-550803-551072-1A	13
SRR26819214	Pf3D7_05_v3-550803-551072-1A	68
SRR26819214	Pf3D7_05_v3-550803-551072-1A	9
SRR26819303	Pf3D7_05_v3-550803-551072-1A	126
SRR26819211	Pf3D7_05_v3-550803-551072-1A	2
SRR26819211	Pf3D7_05_v3-550803-551072-1A	107
SRR26819507	Pf3D7_05_v3-550803-551072-1A	28
SRR26819507	Pf3D7_05_v3-550803-551072-1A	60
SRR26819151	Pf3D7_05_v3-550803-551072-1A	20
SRR26819397	Pf3D7_05_v3-550803-551072-1A	140
SRR26819546	Pf3D7_05_v3-550803-551072-1A	14
SRR26819141	Pf3D7_05_v3-550803-551072-1A	38
SRR26819141	Pf3D7_05_v3-550803-551072-1A	81
SRR26819206	Pf3D7_05_v3-550803-551072-1A	82
SRR26819532	Pf3D7_05_v3-550803-551072-1A	43
SRR26819246	Pf3D7_05_v3-550803-551072-1A	57
SRR26819538	Pf3D7_05_v3-550803-551072-1A	45
SRR26819526	Pf3D7_05_v3-550803-551072-1A	27
SRR26819220	Pf3D7_05_v3-550803-551072-1A	18
SRR26819528	Pf3D7_05_v3-550803-551072-1A	54
SRR26819595	Pf3D7_05_v3-550803-551072-1A	45
SRR26819202	Pf3D7_05_v3-550803-551072-1A	62
SRR26819202	Pf3D7_05_v3-550803-551072-1A	80
SRR26819570	Pf3D7_05_v3-550803-551072-1A	118
SRR26819541	Pf3D7_05_v3-550803-551072-1A	16
SRR26819531	Pf3D7_05_v3-550803-551072-1A	47
SRR26819324	Pf3D7_05_v3-550803-551072-1A	108
SRR26819300	Pf3D7_05_v3-550803-551072-1A	77
SRR26819514	Pf3D7_05_v3-550803-551072-1A	30
SRR26819514	Pf3D7_05_v3-550803-551072-1A	27
SRR26819313	Pf3D7_05_v3-550803-551072-1A	38
SRR26819313	Pf3D7_05_v3-550803-551072-1A	16
SRR26819200	Pf3D7_05_v3-550803-551072-1A	104
SRR26819398	Pf3D7_05_v3-550803-551072-1A	106
SRR26819398	Pf3D7_05_v3-550803-551072-1A	50
SRR26819356	Pf3D7_05_v3-550803-551072-1A	49
SRR26819240	Pf3D7_05_v3-550803-551072-1A	37
SRR26819240	Pf3D7_05_v3-550803-551072-1A	12
SRR26819508	Pf3D7_05_v3-550803-551072-1A	32
SRR26819208	Pf3D7_05_v3-550803-551072-1A	14
SRR26819540	Pf3D7_05_v3-550803-551072-1A	55
SRR26819345	Pf3D7_05_v3-550803-551072-1A	71
SRR26819506	Pf3D7_05_v3-550803-551072-1A	74
SRR26819213	Pf3D7_05_v3-550803-551072-1A	56
SRR26819135	Pf3D7_05_v3-550803-551072-1A	91
SRR26819606	Pf3D7_05_v3-550803-551072-1A	64
SRR26819228	Pf3D7_05_v3-550803-551072-1A	94
SRR26819365	Pf3D7_05_v3-550803-551072-1A	83
SRR26819501	Pf3D7_05_v3-550803-551072-1A	54
SRR26819505	Pf3D7_05_v3-550803-551072-1A	81
SRR26819212	Pf3D7_05_v3-550803-551072-1A	60
SRR26819474	Pf3D7_05_v3-550803-551072-1A	4
SRR26819474	Pf3D7_05_v3-550803-551072-1A	23
SRR26819139	Pf3D7_05_v3-550803-551072-1A	82
SRR26819400	Pf3D7_05_v3-550803-551072-1A	33
SRR26819400	Pf3D7_05_v3-550803-551072-1A	3
SRR26819215	Pf3D7_05_v3-550803-551072-1A	33
SRR26819553	Pf3D7_05_v3-641131-641404-1A	23
SRR26819207	Pf3D7_05_v3-641131-641404-1A	7
SRR26819545	Pf3D7_05_v3-641131-641404-1A	26
SRR26819527	Pf3D7_05_v3-641131-641404-1A	1
SRR26819214	Pf3D7_05_v3-641131-641404-1A	10
SRR26819214	Pf3D7_05_v3-641131-641404-1A	8
SRR26819303	Pf3D7_05_v3-641131-641404-1A	54
SRR26819211	Pf3D7_05_v3-641131-641404-1A	14
SRR26819507	Pf3D7_05_v3-641131-641404-1A	28
SRR26819151	Pf3D7_05_v3-641131-641404-1A	5
SRR26819397	Pf3D7_05_v3-641131-641404-1A	50
SRR26819546	Pf3D7_05_v3-641131-641404-1A	1
SRR26819546	Pf3D7_05_v3-641131-641404-1A	3
SRR26819141	Pf3D7_05_v3-641131-641404-1A	27
SRR26819141	Pf3D7_05_v3-641131-641404-1A	14
SRR26819206	Pf3D7_05_v3-641131-641404-1A	27
SRR26819532	Pf3D7_05_v3-641131-641404-1A	15
SRR26819246	Pf3D7_05_v3-641131-641404-1A	21
SRR26819538	Pf3D7_05_v3-641131-641404-1A	9
SRR26819526	Pf3D7_05_v3-641131-641404-1A	10
SRR26819220	Pf3D7_05_v3-641131-641404-1A	9
SRR26819528	Pf3D7_05_v3-641131-641404-1A	6
SRR26819528	Pf3D7_05_v3-641131-641404-1A	8
SRR26819595	Pf3D7_05_v3-641131-641404-1A	27
SRR26819202	Pf3D7_05_v3-641131-641404-1A	43
SRR26819202	Pf3D7_05_v3-641131-641404-1A	37
SRR26819570	Pf3D7_05_v3-641131-641404-1A	11
SRR26819570	Pf3D7_05_v3-641131-641404-1A	15
SRR26819541	Pf3D7_05_v3-641131-641404-1A	3
SRR26819531	Pf3D7_05_v3-641131-641404-1A	17
SRR26819324	Pf3D7_05_v3-641131-641404-1A	20
SRR26819324	Pf3D7_05_v3-641131-641404-1A	14
SRR26819300	Pf3D7_05_v3-641131-641404-1A	41
SRR26819514	Pf3D7_05_v3-641131-641404-1A	22
SRR26819514	Pf3D7_05_v3-641131-641404-1A	7
SRR26819313	Pf3D7_05_v3-641131-641404-1A	10
SRR26819313	Pf3D7_05_v3-641131-641404-1A	4
SRR26819200	Pf3D7_05_v3-641131-641404-1A	49
SRR26819398	Pf3D7_05_v3-641131-641404-1A	48
SRR26819398	Pf3D7_05_v3-641131-641404-1A	34
SRR26819356	Pf3D7_05_v3-641131-641404-1A	18
SRR26819240	Pf3D7_05_v3-641131-641404-1A	21
SRR26819240	Pf3D7_05_v3-641131-641404-1A	3
SRR26819508	Pf3D7_05_v3-641131-641404-1A	11
SRR26819208	Pf3D7_05_v3-641131-641404-1A	12
SRR26819540	Pf3D7_05_v3-641131-641404-1A	12
SRR26819345	Pf3D7_05_v3-641131-641404-1A	38
SRR26819506	Pf3D7_05_v3-641131-641404-1A	31
SRR26819213	Pf3D7_05_v3-641131-641404-1A	9
SRR26819135	Pf3D7_05_v3-641131-641404-1A	48
SRR26819606	Pf3D7_05_v3-641131-641404-1A	19
SRR26819228	Pf3D7_05_v3-641131-641404-1A	44
SRR26819365	Pf3D7_05_v3-641131-641404-1A	48
SRR26819501	Pf3D7_05_v3-641131-641404-1A	35
SRR26819505	Pf3D7_05_v3-641131-641404-1A	47
SRR26819212	Pf3D7_05_v3-641131-641404-1A	2
SRR26819212	Pf3D7_05_v3-641131-641404-1A	11
SRR26819474	Pf3D7_05_v3-641131-641404-1A	14
SRR26819474	Pf3D7_05_v3-641131-641404-1A	2
SRR26819139	Pf3D7_05_v3-641131-641404-1A	61
SRR26819400	Pf3D7_05_v3-641131-641404-1A	5
SRR26819400	Pf3D7_05_v3-641131-641404-1A	4
SRR26819215	Pf3D7_05_v3-641131-641404-1A	13
SRR26819553	Pf3D7_05_v3-668763-669004-1A	81
SRR26819207	Pf3D7_05_v3-668763-669004-1A	301
SRR26819545	Pf3D7_05_v3-668763-669004-1A	193
SRR26819527	Pf3D7_05_v3-668763-669004-1A	84
SRR26819527	Pf3D7_05_v3-668763-669004-1A	49
SRR26819527	Pf3D7_05_v3-668763-669004-1A	130
SRR26819214	Pf3D7_05_v3-668763-669004-1A	140
SRR26819214	Pf3D7_05_v3-668763-669004-1A	137
SRR26819303	Pf3D7_05_v3-668763-669004-1A	17
SRR26819303	Pf3D7_05_v3-668763-669004-1A	73
SRR26819303	Pf3D7_05_v3-668763-669004-1A	259
SRR26819211	Pf3D7_05_v3-668763-669004-1A	271
SRR26819507	Pf3D7_05_v3-668763-669004-1A	144
SRR26819507	Pf3D7_05_v3-668763-669004-1A	370
SRR26819507	Pf3D7_05_v3-668763-669004-1A	11
SRR26819507	Pf3D7_05_v3-668763-669004-1A	6
SRR26819151	Pf3D7_05_v3-668763-669004-1A	415
SRR26819151	Pf3D7_05_v3-668763-669004-1A	21
SRR26819151	Pf3D7_05_v3-668763-669004-1A	72
SRR26819397	Pf3D7_05_v3-668763-669004-1A	327
SRR26819546	Pf3D7_05_v3-668763-669004-1A	251
SRR26819546	Pf3D7_05_v3-668763-669004-1A	25
SRR26819141	Pf3D7_05_v3-668763-669004-1A	498
SRR26819141	Pf3D7_05_v3-668763-669004-1A	11
SRR26819141	Pf3D7_05_v3-668763-669004-1A	8
SRR26819206	Pf3D7_05_v3-668763-669004-1A	434
SRR26819532	Pf3D7_05_v3-668763-669004-1A	273
SRR26819246	Pf3D7_05_v3-668763-669004-1A	432
SRR26819538	Pf3D7_05_v3-668763-669004-1A	295
SRR26819526	Pf3D7_05_v3-668763-669004-1A	313
SRR26819220	Pf3D7_05_v3-668763-669004-1A	289
SRR26819528	Pf3D7_05_v3-668763-669004-1A	295
SRR26819595	Pf3D7_05_v3-668763-669004-1A	532
SRR26819202	Pf3D7_05_v3-668763-669004-1A	121
SRR26819202	Pf3D7_05_v3-668763-669004-1A	63
SRR26819202	Pf3D7_05_v3-668763-669004-1A	189
SRR26819570	Pf3D7_05_v3-668763-669004-1A	170
SRR26819570	Pf3D7_05_v3-668763-669004-1A	115
SRR26819541	Pf3D7_05_v3-668763-669004-1A	371
SRR26819531	Pf3D7_05_v3-668763-669004-1A	249
SRR26819324	Pf3D7_05_v3-668763-669004-1A	265
SRR26819324	Pf3D7_05_v3-668763-669004-1A	138
SRR26819300	Pf3D7_05_v3-668763-669004-1A	553
SRR26819514	Pf3D7_05_v3-668763-669004-1A	91
SRR26819514	Pf3D7_05_v3-668763-669004-1A	188
SRR26819514	Pf3D7_05_v3-668763-669004-1A	137
SRR26819514	Pf3D7_05_v3-668763-669004-1A	16
SRR26819514	Pf3D7_05_v3-668763-669004-1A	12
SRR26819514	Pf3D7_05_v3-668763-669004-1A	29
SRR26819313	Pf3D7_05_v3-668763-669004-1A	126
SRR26819313	Pf3D7_05_v3-668763-669004-1A	191
SRR26819313	Pf3D7_05_v3-668763-669004-1A	17
SRR26819313	Pf3D7_05_v3-668763-669004-1A	104
SRR26819200	Pf3D7_05_v3-668763-669004-1A	405
SRR26819398	Pf3D7_05_v3-668763-669004-1A	13
SRR26819398	Pf3D7_05_v3-668763-669004-1A	65
SRR26819398	Pf3D7_05_v3-668763-669004-1A	219
SRR26819398	Pf3D7_05_v3-668763-669004-1A	40
SRR26819356	Pf3D7_05_v3-668763-669004-1A	487
SRR26819240	Pf3D7_05_v3-668763-669004-1A	334
SRR26819240	Pf3D7_05_v3-668763-669004-1A	9
SRR26819240	Pf3D7_05_v3-668763-669004-1A	54
SRR26819508	Pf3D7_05_v3-668763-669004-1A	539
SRR26819208	Pf3D7_05_v3-668763-669004-1A	246
SRR26819540	Pf3D7_05_v3-668763-669004-1A	248
SRR26819345	Pf3D7_05_v3-668763-669004-1A	354
SRR26819506	Pf3D7_05_v3-668763-669004-1A	482
SRR26819213	Pf3D7_05_v3-668763-669004-1A	224
SRR26819213	Pf3D7_05_v3-668763-669004-1A	28
SRR26819213	Pf3D7_05_v3-668763-669004-1A	46
SRR26819135	Pf3D7_05_v3-668763-669004-1A	370
SRR26819606	Pf3D7_05_v3-668763-669004-1A	462
SRR26819228	Pf3D7_05_v3-668763-669004-1A	401
SRR26819365	Pf3D7_05_v3-668763-669004-1A	373
SRR26819501	Pf3D7_05_v3-668763-669004-1A	451
SRR26819501	Pf3D7_05_v3-668763-669004-1A	21
SRR26819505	Pf3D7_05_v3-668763-669004-1A	7
SRR26819505	Pf3D7_05_v3-668763-669004-1A	196
SRR26819505	Pf3D7_05_v3-668763-669004-1A	248
SRR26819212	Pf3D7_05_v3-668763-669004-1A	287
SRR26819474	Pf3D7_05_v3-668763-669004-1A	502
SRR26819139	Pf3D7_05_v3-668763-669004-1A	419
SRR26819139	Pf3D7_05_v3-668763-669004-1A	3
SRR26819400	Pf3D7_05_v3-668763-669004-1A	178
SRR26819400	Pf3D7_05_v3-668763-669004-1A	24
SRR26819400	Pf3D7_05_v3-668763-669004-1A	21
SRR26819400	Pf3D7_05_v3-668763-669004-1A	21
SRR26819215	Pf3D7_05_v3-668763-669004-1A	331
SRR26819215	Pf3D7_05_v3-668763-669004-1A	1
SRR26819553	Pf3D7_05_v3-796518-796759-1A	34
SRR26819207	Pf3D7_05_v3-796518-796759-1A	110
SRR26819545	Pf3D7_05_v3-796518-796759-1A	152
SRR26819527	Pf3D7_05_v3-796518-796759-1A	42
SRR26819527	Pf3D7_05_v3-796518-796759-1A	65
SRR26819527	Pf3D7_05_v3-796518-796759-1A	5
SRR26819527	Pf3D7_05_v3-796518-796759-1A	23
SRR26819214	Pf3D7_05_v3-796518-796759-1A	34
SRR26819214	Pf3D7_05_v3-796518-796759-1A	101
SRR26819303	Pf3D7_05_v3-796518-796759-1A	200
SRR26819211	Pf3D7_05_v3-796518-796759-1A	123
SRR26819211	Pf3D7_05_v3-796518-796759-1A	6
SRR26819507	Pf3D7_05_v3-796518-796759-1A	4
SRR26819507	Pf3D7_05_v3-796518-796759-1A	157
SRR26819151	Pf3D7_05_v3-796518-796759-1A	12
SRR26819151	Pf3D7_05_v3-796518-796759-1A	19
SRR26819151	Pf3D7_05_v3-796518-796759-1A	173
SRR26819397	Pf3D7_05_v3-796518-796759-1A	180
SRR26819546	Pf3D7_05_v3-796518-796759-1A	92
SRR26819141	Pf3D7_05_v3-796518-796759-1A	24
SRR26819141	Pf3D7_05_v3-796518-796759-1A	108
SRR26819141	Pf3D7_05_v3-796518-796759-1A	97
SRR26819141	Pf3D7_05_v3-796518-796759-1A	52
SRR26819206	Pf3D7_05_v3-796518-796759-1A	17
SRR26819206	Pf3D7_05_v3-796518-796759-1A	175
SRR26819532	Pf3D7_05_v3-796518-796759-1A	98
SRR26819246	Pf3D7_05_v3-796518-796759-1A	200
SRR26819246	Pf3D7_05_v3-796518-796759-1A	31
SRR26819538	Pf3D7_05_v3-796518-796759-1A	92
SRR26819526	Pf3D7_05_v3-796518-796759-1A	123
SRR26819220	Pf3D7_05_v3-796518-796759-1A	66
SRR26819220	Pf3D7_05_v3-796518-796759-1A	40
SRR26819528	Pf3D7_05_v3-796518-796759-1A	59
SRR26819528	Pf3D7_05_v3-796518-796759-1A	68
SRR26819595	Pf3D7_05_v3-796518-796759-1A	222
SRR26819202	Pf3D7_05_v3-796518-796759-1A	99
SRR26819202	Pf3D7_05_v3-796518-796759-1A	80
SRR26819570	Pf3D7_05_v3-796518-796759-1A	95
SRR26819570	Pf3D7_05_v3-796518-796759-1A	55
SRR26819541	Pf3D7_05_v3-796518-796759-1A	134
SRR26819531	Pf3D7_05_v3-796518-796759-1A	89
SRR26819324	Pf3D7_05_v3-796518-796759-1A	122
SRR26819324	Pf3D7_05_v3-796518-796759-1A	76
SRR26819300	Pf3D7_05_v3-796518-796759-1A	214
SRR26819514	Pf3D7_05_v3-796518-796759-1A	115
SRR26819514	Pf3D7_05_v3-796518-796759-1A	58
SRR26819514	Pf3D7_05_v3-796518-796759-1A	48
SRR26819514	Pf3D7_05_v3-796518-796759-1A	14
SRR26819313	Pf3D7_05_v3-796518-796759-1A	66
