SampleID	Locus	Reads
SRR26819505	Pf3D7_11_v3-1934962-1935236-1A	15
SRR26819212	Pf3D7_11_v3-1934962-1935236-1A	22
SRR26819474	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819474	Pf3D7_11_v3-1934962-1935236-1A	20
SRR26819474	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819139	Pf3D7_11_v3-1934962-1935236-1A	41
SRR26819400	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819215	Pf3D7_11_v3-1934962-1935236-1A	8
SRR26819553	Pf3D7_11_v3-1950401-1950636-1B	24
SRR26819207	Pf3D7_11_v3-1950401-1950636-1B	548
SRR26819545	Pf3D7_11_v3-1950401-1950636-1B	279
SRR26819527	Pf3D7_11_v3-1950401-1950636-1B	375
SRR26819527	Pf3D7_11_v3-1950401-1950636-1B	252
SRR26819214	Pf3D7_11_v3-1950401-1950636-1B	365
SRR26819303	Pf3D7_11_v3-1950401-1950636-1B	363
SRR26819211	Pf3D7_11_v3-1950401-1950636-1B	328
SRR26819397	Pf3D7_11_v3-1950401-1950636-1B	171
SRR26819546	Pf3D7_11_v3-1950401-1950636-1B	444
SRR26819141	Pf3D7_11_v3-1950401-1950636-1B	198
SRR26819532	Pf3D7_11_v3-1950401-1950636-1B	407
SRR26819246	Pf3D7_11_v3-1950401-1950636-1B	404
SRR26819538	Pf3D7_11_v3-1950401-1950636-1B	451
SRR26819526	Pf3D7_11_v3-1950401-1950636-1B	552
SRR26819220	Pf3D7_11_v3-1950401-1950636-1B	383
SRR26819528	Pf3D7_11_v3-1950401-1950636-1B	293
SRR26819570	Pf3D7_11_v3-1950401-1950636-1B	192
SRR26819541	Pf3D7_11_v3-1950401-1950636-1B	567
SRR26819531	Pf3D7_11_v3-1950401-1950636-1B	212
SRR26819300	Pf3D7_11_v3-1950401-1950636-1B	277
SRR26819398	Pf3D7_11_v3-1950401-1950636-1B	213
SRR26819398	Pf3D7_11_v3-1950401-1950636-1B	32
SRR26819208	Pf3D7_11_v3-1950401-1950636-1B	436
SRR26819540	Pf3D7_11_v3-1950401-1950636-1B	331
SRR26819213	Pf3D7_11_v3-1950401-1950636-1B	373
SRR26819135	Pf3D7_11_v3-1950401-1950636-1B	245
SRR26819228	Pf3D7_11_v3-1950401-1950636-1B	1
SRR26819212	Pf3D7_11_v3-1950401-1950636-1B	124
SRR26819212	Pf3D7_11_v3-1950401-1950636-1B	158
SRR26819139	Pf3D7_11_v3-1950401-1950636-1B	301
SRR26819400	Pf3D7_11_v3-1950401-1950636-1B	307
SRR26819215	Pf3D7_11_v3-1950401-1950636-1B	469
SRR26819553	Pf3D7_11_v3-1950431-1950680-2	1
SRR26819553	Pf3D7_11_v3-1968031-1968273-1B	41
SRR26819207	Pf3D7_11_v3-1968031-1968273-1B	155
SRR26819545	Pf3D7_11_v3-1968031-1968273-1B	192
SRR26819527	Pf3D7_11_v3-1968031-1968273-1B	97
SRR26819527	Pf3D7_11_v3-1968031-1968273-1B	64
SRR26819214	Pf3D7_11_v3-1968031-1968273-1B	153
SRR26819303	Pf3D7_11_v3-1968031-1968273-1B	165
SRR26819303	Pf3D7_11_v3-1968031-1968273-1B	66
SRR26819211	Pf3D7_11_v3-1968031-1968273-1B	157
SRR26819211	Pf3D7_11_v3-1968031-1968273-1B	3
SRR26819397	Pf3D7_11_v3-1968031-1968273-1B	100
SRR26819546	Pf3D7_11_v3-1968031-1968273-1B	182
SRR26819141	Pf3D7_11_v3-1968031-1968273-1B	61
SRR26819141	Pf3D7_11_v3-1968031-1968273-1B	67
SRR26819532	Pf3D7_11_v3-1968031-1968273-1B	194
SRR26819246	Pf3D7_11_v3-1968031-1968273-1B	197
SRR26819538	Pf3D7_11_v3-1968031-1968273-1B	232
SRR26819526	Pf3D7_11_v3-1968031-1968273-1B	168
SRR26819220	Pf3D7_11_v3-1968031-1968273-1B	74
SRR26819220	Pf3D7_11_v3-1968031-1968273-1B	64
SRR26819528	Pf3D7_11_v3-1968031-1968273-1B	75
SRR26819528	Pf3D7_11_v3-1968031-1968273-1B	79
SRR26819570	Pf3D7_11_v3-1968031-1968273-1B	75
SRR26819570	Pf3D7_11_v3-1968031-1968273-1B	98
SRR26819541	Pf3D7_11_v3-1968031-1968273-1B	160
SRR26819531	Pf3D7_11_v3-1968031-1968273-1B	101
SRR26819300	Pf3D7_11_v3-1968031-1968273-1B	150
SRR26819398	Pf3D7_11_v3-1968031-1968273-1B	148
SRR26819398	Pf3D7_11_v3-1968031-1968273-1B	33
SRR26819208	Pf3D7_11_v3-1968031-1968273-1B	140
SRR26819540	Pf3D7_11_v3-1968031-1968273-1B	154
SRR26819213	Pf3D7_11_v3-1968031-1968273-1B	168
SRR26819135	Pf3D7_11_v3-1968031-1968273-1B	159
SRR26819212	Pf3D7_11_v3-1968031-1968273-1B	160
SRR26819139	Pf3D7_11_v3-1968031-1968273-1B	152
SRR26819400	Pf3D7_11_v3-1968031-1968273-1B	31
SRR26819400	Pf3D7_11_v3-1968031-1968273-1B	135
SRR26819215	Pf3D7_11_v3-1968031-1968273-1B	184
SRR26819553	Pf3D7_11_v3-1968050-1968296-2	1
SRR26819553	Pf3D7_11_v3-2001721-2001954-1B	26
SRR26819207	Pf3D7_11_v3-2001721-2001954-1B	163
SRR26819545	Pf3D7_11_v3-2001721-2001954-1B	102
SRR26819527	Pf3D7_11_v3-2001721-2001954-1B	21
SRR26819527	Pf3D7_11_v3-2001721-2001954-1B	25
SRR26819527	Pf3D7_11_v3-2001721-2001954-1B	1
SRR26819527	Pf3D7_11_v3-2001721-2001954-1B	74
SRR26819214	Pf3D7_11_v3-2001721-2001954-1B	30
SRR26819214	Pf3D7_11_v3-2001721-2001954-1B	171
SRR26819303	Pf3D7_11_v3-2001721-2001954-1B	145
SRR26819211	Pf3D7_11_v3-2001721-2001954-1B	133
SRR26819211	Pf3D7_11_v3-2001721-2001954-1B	19
SRR26819397	Pf3D7_11_v3-2001721-2001954-1B	66
SRR26819546	Pf3D7_11_v3-2001721-2001954-1B	125
SRR26819546	Pf3D7_11_v3-2001721-2001954-1B	4
SRR26819141	Pf3D7_11_v3-2001721-2001954-1B	49
SRR26819141	Pf3D7_11_v3-2001721-2001954-1B	59
SRR26819532	Pf3D7_11_v3-2001721-2001954-1B	120
SRR26819246	Pf3D7_11_v3-2001721-2001954-1B	228
SRR26819538	Pf3D7_11_v3-2001721-2001954-1B	217
SRR26819526	Pf3D7_11_v3-2001721-2001954-1B	130
SRR26819220	Pf3D7_11_v3-2001721-2001954-1B	154
SRR26819528	Pf3D7_11_v3-2001721-2001954-1B	57
SRR26819570	Pf3D7_11_v3-2001721-2001954-1B	79
SRR26819570	Pf3D7_11_v3-2001721-2001954-1B	30
SRR26819541	Pf3D7_11_v3-2001721-2001954-1B	176
SRR26819531	Pf3D7_11_v3-2001721-2001954-1B	127
SRR26819300	Pf3D7_11_v3-2001721-2001954-1B	146
SRR26819398	Pf3D7_11_v3-2001721-2001954-1B	101
SRR26819398	Pf3D7_11_v3-2001721-2001954-1B	17
SRR26819208	Pf3D7_11_v3-2001721-2001954-1B	108
SRR26819540	Pf3D7_11_v3-2001721-2001954-1B	199
SRR26819213	Pf3D7_11_v3-2001721-2001954-1B	19
SRR26819213	Pf3D7_11_v3-2001721-2001954-1B	155
SRR26819135	Pf3D7_11_v3-2001721-2001954-1B	158
SRR26819212	Pf3D7_11_v3-2001721-2001954-1B	78
SRR26819212	Pf3D7_11_v3-2001721-2001954-1B	59
SRR26819139	Pf3D7_11_v3-2001721-2001954-1B	174
SRR26819400	Pf3D7_11_v3-2001721-2001954-1B	149
SRR26819400	Pf3D7_11_v3-2001721-2001954-1B	1
SRR26819215	Pf3D7_11_v3-2001721-2001954-1B	212
SRR26819553	Pf3D7_11_v3-2001969-2002222-1B	10
SRR26819207	Pf3D7_11_v3-2001969-2002222-1B	82
SRR26819545	Pf3D7_11_v3-2001969-2002222-1B	117
SRR26819527	Pf3D7_11_v3-2001969-2002222-1B	7
SRR26819527	Pf3D7_11_v3-2001969-2002222-1B	41
SRR26819527	Pf3D7_11_v3-2001969-2002222-1B	33
SRR26819214	Pf3D7_11_v3-2001969-2002222-1B	26
SRR26819214	Pf3D7_11_v3-2001969-2002222-1B	151
SRR26819303	Pf3D7_11_v3-2001969-2002222-1B	148
SRR26819303	Pf3D7_11_v3-2001969-2002222-1B	46
SRR26819211	Pf3D7_11_v3-2001969-2002222-1B	139
SRR26819211	Pf3D7_11_v3-2001969-2002222-1B	10
SRR26819397	Pf3D7_11_v3-2001969-2002222-1B	123
SRR26819546	Pf3D7_11_v3-2001969-2002222-1B	40
SRR26819141	Pf3D7_11_v3-2001969-2002222-1B	48
SRR26819141	Pf3D7_11_v3-2001969-2002222-1B	39
SRR26819532	Pf3D7_11_v3-2001969-2002222-1B	129
SRR26819246	Pf3D7_11_v3-2001969-2002222-1B	106
SRR26819538	Pf3D7_11_v3-2001969-2002222-1B	202
SRR26819526	Pf3D7_11_v3-2001969-2002222-1B	126
SRR26819220	Pf3D7_11_v3-2001969-2002222-1B	70
SRR26819570	Pf3D7_11_v3-2001969-2002222-1B	30
SRR26819570	Pf3D7_11_v3-2001969-2002222-1B	29
SRR26819541	Pf3D7_11_v3-2001969-2002222-1B	69
SRR26819531	Pf3D7_11_v3-2001969-2002222-1B	111
SRR26819300	Pf3D7_11_v3-2001969-2002222-1B	92
SRR26819398	Pf3D7_11_v3-2001969-2002222-1B	171
SRR26819398	Pf3D7_11_v3-2001969-2002222-1B	25
SRR26819208	Pf3D7_11_v3-2001969-2002222-1B	56
SRR26819540	Pf3D7_11_v3-2001969-2002222-1B	138
SRR26819213	Pf3D7_11_v3-2001969-2002222-1B	23
SRR26819213	Pf3D7_11_v3-2001969-2002222-1B	131
SRR26819135	Pf3D7_11_v3-2001969-2002222-1B	126
SRR26819212	Pf3D7_11_v3-2001969-2002222-1B	34
SRR26819212	Pf3D7_11_v3-2001969-2002222-1B	63
SRR26819139	Pf3D7_11_v3-2001969-2002222-1B	149
SRR26819400	Pf3D7_11_v3-2001969-2002222-1B	99
SRR26819400	Pf3D7_11_v3-2001969-2002222-1B	5
SRR26819215	Pf3D7_11_v3-2001969-2002222-1B	54
SRR26819553	Pf3D7_11_v3-408285-408534-1A	20
SRR26819207	Pf3D7_11_v3-408285-408534-1A	88
SRR26819545	Pf3D7_11_v3-408285-408534-1A	80
SRR26819527	Pf3D7_11_v3-408285-408534-1A	51
SRR26819527	Pf3D7_11_v3-408285-408534-1A	15
SRR26819214	Pf3D7_11_v3-408285-408534-1A	23
SRR26819214	Pf3D7_11_v3-408285-408534-1A	86
SRR26819303	Pf3D7_11_v3-408285-408534-1A	95
SRR26819303	Pf3D7_11_v3-408285-408534-1A	43
SRR26819211	Pf3D7_11_v3-408285-408534-1A	16
SRR26819211	Pf3D7_11_v3-408285-408534-1A	112
SRR26819507	Pf3D7_11_v3-408285-408534-1A	151
SRR26819151	Pf3D7_11_v3-408285-408534-1A	142
SRR26819397	Pf3D7_11_v3-408285-408534-1A	175
SRR26819546	Pf3D7_11_v3-408285-408534-1A	3
SRR26819546	Pf3D7_11_v3-408285-408534-1A	64
SRR26819141	Pf3D7_11_v3-408285-408534-1A	160
SRR26819206	Pf3D7_11_v3-408285-408534-1A	13
SRR26819206	Pf3D7_11_v3-408285-408534-1A	130
SRR26819532	Pf3D7_11_v3-408285-408534-1A	88
SRR26819246	Pf3D7_11_v3-408285-408534-1A	163
SRR26819538	Pf3D7_11_v3-408285-408534-1A	67
SRR26819526	Pf3D7_11_v3-408285-408534-1A	61
SRR26819220	Pf3D7_11_v3-408285-408534-1A	99
SRR26819528	Pf3D7_11_v3-408285-408534-1A	103
SRR26819595	Pf3D7_11_v3-408285-408534-1A	124
SRR26819202	Pf3D7_11_v3-408285-408534-1A	103
SRR26819202	Pf3D7_11_v3-408285-408534-1A	79
SRR26819570	Pf3D7_11_v3-408285-408534-1A	93
SRR26819541	Pf3D7_11_v3-408285-408534-1A	52
SRR26819531	Pf3D7_11_v3-408285-408534-1A	103
SRR26819324	Pf3D7_11_v3-408285-408534-1A	134
SRR26819300	Pf3D7_11_v3-408285-408534-1A	147
SRR26819514	Pf3D7_11_v3-408285-408534-1A	87
SRR26819514	Pf3D7_11_v3-408285-408534-1A	32
SRR26819514	Pf3D7_11_v3-408285-408534-1A	18
SRR26819313	Pf3D7_11_v3-408285-408534-1A	98
SRR26819313	Pf3D7_11_v3-408285-408534-1A	16
SRR26819313	Pf3D7_11_v3-408285-408534-1A	4
SRR26819200	Pf3D7_11_v3-408285-408534-1A	170
SRR26819398	Pf3D7_11_v3-408285-408534-1A	15
SRR26819398	Pf3D7_11_v3-408285-408534-1A	93
SRR26819398	Pf3D7_11_v3-408285-408534-1A	26
SRR26819356	Pf3D7_11_v3-408285-408534-1A	97
SRR26819240	Pf3D7_11_v3-408285-408534-1A	142
SRR26819508	Pf3D7_11_v3-408285-408534-1A	5
SRR26819508	Pf3D7_11_v3-408285-408534-1A	113
SRR26819208	Pf3D7_11_v3-408285-408534-1A	72
SRR26819540	Pf3D7_11_v3-408285-408534-1A	120
SRR26819345	Pf3D7_11_v3-408285-408534-1A	198
SRR26819506	Pf3D7_11_v3-408285-408534-1A	163
SRR26819213	Pf3D7_11_v3-408285-408534-1A	104
SRR26819135	Pf3D7_11_v3-408285-408534-1A	224
SRR26819606	Pf3D7_11_v3-408285-408534-1A	109
SRR26819228	Pf3D7_11_v3-408285-408534-1A	162
SRR26819365	Pf3D7_11_v3-408285-408534-1A	144
SRR26819501	Pf3D7_11_v3-408285-408534-1A	138
SRR26819505	Pf3D7_11_v3-408285-408534-1A	103
SRR26819505	Pf3D7_11_v3-408285-408534-1A	78
SRR26819212	Pf3D7_11_v3-408285-408534-1A	92
SRR26819474	Pf3D7_11_v3-408285-408534-1A	97
SRR26819139	Pf3D7_11_v3-408285-408534-1A	175
SRR26819400	Pf3D7_11_v3-408285-408534-1A	12
SRR26819400	Pf3D7_11_v3-408285-408534-1A	88
SRR26819215	Pf3D7_11_v3-408285-408534-1A	85
SRR26819553	Pf3D7_11_v3-408543-408771-1A	2
SRR26819553	Pf3D7_11_v3-408543-408771-1A	10
SRR26819207	Pf3D7_11_v3-408543-408771-1A	4
SRR26819545	Pf3D7_11_v3-408543-408771-1A	207
SRR26819527	Pf3D7_11_v3-408543-408771-1A	317
SRR26819214	Pf3D7_11_v3-408543-408771-1A	6
SRR26819214	Pf3D7_11_v3-408543-408771-1A	37
SRR26819303	Pf3D7_11_v3-408543-408771-1A	8
SRR26819211	Pf3D7_11_v3-408543-408771-1A	3
SRR26819507	Pf3D7_11_v3-408543-408771-1A	301
SRR26819151	Pf3D7_11_v3-408543-408771-1A	72
SRR26819151	Pf3D7_11_v3-408543-408771-1A	9
SRR26819397	Pf3D7_11_v3-408543-408771-1A	283
SRR26819546	Pf3D7_11_v3-408543-408771-1A	6
SRR26819141	Pf3D7_11_v3-408543-408771-1A	251
SRR26819141	Pf3D7_11_v3-408543-408771-1A	6
SRR26819206	Pf3D7_11_v3-408543-408771-1A	533
SRR26819206	Pf3D7_11_v3-408543-408771-1A	5
SRR26819532	Pf3D7_11_v3-408543-408771-1A	11
SRR26819246	Pf3D7_11_v3-408543-408771-1A	495
SRR26819538	Pf3D7_11_v3-408543-408771-1A	8
SRR26819526	Pf3D7_11_v3-408543-408771-1A	3
SRR26819220	Pf3D7_11_v3-408543-408771-1A	5
SRR26819528	Pf3D7_11_v3-408543-408771-1A	120
SRR26819528	Pf3D7_11_v3-408543-408771-1A	4
SRR26819595	Pf3D7_11_v3-408543-408771-1A	482
SRR26819202	Pf3D7_11_v3-408543-408771-1A	373
SRR26819570	Pf3D7_11_v3-408543-408771-1A	114
SRR26819570	Pf3D7_11_v3-408543-408771-1A	9
SRR26819541	Pf3D7_11_v3-408543-408771-1A	397
SRR26819531	Pf3D7_11_v3-408543-408771-1A	186
SRR26819324	Pf3D7_11_v3-408543-408771-1A	267
SRR26819324	Pf3D7_11_v3-408543-408771-1A	144
SRR26819300	Pf3D7_11_v3-408543-408771-1A	319
SRR26819514	Pf3D7_11_v3-408543-408771-1A	208
SRR26819514	Pf3D7_11_v3-408543-408771-1A	23
SRR26819313	Pf3D7_11_v3-408543-408771-1A	348
SRR26819313	Pf3D7_11_v3-408543-408771-1A	5
SRR26819200	Pf3D7_11_v3-408543-408771-1A	420
SRR26819398	Pf3D7_11_v3-408543-408771-1A	7
SRR26819398	Pf3D7_11_v3-408543-408771-1A	15
SRR26819398	Pf3D7_11_v3-408543-408771-1A	111
SRR26819356	Pf3D7_11_v3-408543-408771-1A	403
SRR26819240	Pf3D7_11_v3-408543-408771-1A	476
SRR26819508	Pf3D7_11_v3-408543-408771-1A	7
SRR26819208	Pf3D7_11_v3-408543-408771-1A	12
SRR26819540	Pf3D7_11_v3-408543-408771-1A	3
SRR26819345	Pf3D7_11_v3-408543-408771-1A	13
SRR26819506	Pf3D7_11_v3-408543-408771-1A	22
SRR26819213	Pf3D7_11_v3-408543-408771-1A	231
SRR26819135	Pf3D7_11_v3-408543-408771-1A	25
SRR26819606	Pf3D7_11_v3-408543-408771-1A	10
SRR26819228	Pf3D7_11_v3-408543-408771-1A	421
SRR26819365	Pf3D7_11_v3-408543-408771-1A	19
SRR26819501	Pf3D7_11_v3-408543-408771-1A	509
SRR26819505	Pf3D7_11_v3-408543-408771-1A	219
SRR26819505	Pf3D7_11_v3-408543-408771-1A	3
SRR26819212	Pf3D7_11_v3-408543-408771-1A	144
SRR26819212	Pf3D7_11_v3-408543-408771-1A	7
SRR26819474	Pf3D7_11_v3-408543-408771-1A	6
SRR26819139	Pf3D7_11_v3-408543-408771-1A	7
SRR26819139	Pf3D7_11_v3-408543-408771-1A	60
SRR26819400	Pf3D7_11_v3-408543-408771-1A	248
SRR26819215	Pf3D7_11_v3-408543-408771-1A	15
SRR26819553	Pf3D7_11_v3-497277-497548-1A	15
SRR26819207	Pf3D7_11_v3-497277-497548-1A	12
SRR26819545	Pf3D7_11_v3-497277-497548-1A	39
SRR26819527	Pf3D7_11_v3-497277-497548-1A	6
SRR26819214	Pf3D7_11_v3-497277-497548-1A	52
SRR26819303	Pf3D7_11_v3-497277-497548-1A	45
SRR26819303	Pf3D7_11_v3-497277-497548-1A	34
SRR26819211	Pf3D7_11_v3-497277-497548-1A	42
SRR26819507	Pf3D7_11_v3-497277-497548-1A	19
SRR26819151	Pf3D7_11_v3-497277-497548-1A	10
SRR26819397	Pf3D7_11_v3-497277-497548-1A	136
SRR26819546	Pf3D7_11_v3-497277-497548-1A	10
SRR26819141	Pf3D7_11_v3-497277-497548-1A	47
SRR26819141	Pf3D7_11_v3-497277-497548-1A	4
SRR26819206	Pf3D7_11_v3-497277-497548-1A	30
SRR26819532	Pf3D7_11_v3-497277-497548-1A	35
SRR26819246	Pf3D7_11_v3-497277-497548-1A	25
SRR26819538	Pf3D7_11_v3-497277-497548-1A	24
SRR26819526	Pf3D7_11_v3-497277-497548-1A	13
SRR26819220	Pf3D7_11_v3-497277-497548-1A	9
SRR26819528	Pf3D7_11_v3-497277-497548-1A	14
SRR26819528	Pf3D7_11_v3-497277-497548-1A	32
SRR26819595	Pf3D7_11_v3-497277-497548-1A	7
SRR26819202	Pf3D7_11_v3-497277-497548-1A	85
SRR26819202	Pf3D7_11_v3-497277-497548-1A	45
SRR26819570	Pf3D7_11_v3-497277-497548-1A	23
SRR26819531	Pf3D7_11_v3-497277-497548-1A	47
SRR26819324	Pf3D7_11_v3-497277-497548-1A	20
SRR26819324	Pf3D7_11_v3-497277-497548-1A	23
SRR26819300	Pf3D7_11_v3-497277-497548-1A	56
SRR26819514	Pf3D7_11_v3-497277-497548-1A	30
SRR26819514	Pf3D7_11_v3-497277-497548-1A	3
SRR26819313	Pf3D7_11_v3-497277-497548-1A	8
SRR26819313	Pf3D7_11_v3-497277-497548-1A	3
SRR26819313	Pf3D7_11_v3-497277-497548-1A	6
SRR26819200	Pf3D7_11_v3-497277-497548-1A	38
SRR26819398	Pf3D7_11_v3-497277-497548-1A	36
SRR26819398	Pf3D7_11_v3-497277-497548-1A	3
SRR26819398	Pf3D7_11_v3-497277-497548-1A	52
SRR26819356	Pf3D7_11_v3-497277-497548-1A	20
SRR26819240	Pf3D7_11_v3-497277-497548-1A	25
SRR26819508	Pf3D7_11_v3-497277-497548-1A	12
SRR26819208	Pf3D7_11_v3-497277-497548-1A	7
SRR26819540	Pf3D7_11_v3-497277-497548-1A	27
SRR26819345	Pf3D7_11_v3-497277-497548-1A	46
SRR26819506	Pf3D7_11_v3-497277-497548-1A	29
SRR26819213	Pf3D7_11_v3-497277-497548-1A	35
SRR26819135	Pf3D7_11_v3-497277-497548-1A	71
SRR26819606	Pf3D7_11_v3-497277-497548-1A	18
SRR26819228	Pf3D7_11_v3-497277-497548-1A	35
SRR26819365	Pf3D7_11_v3-497277-497548-1A	54
SRR26819501	Pf3D7_11_v3-497277-497548-1A	20
SRR26819505	Pf3D7_11_v3-497277-497548-1A	16
SRR26819505	Pf3D7_11_v3-497277-497548-1A	14
SRR26819212	Pf3D7_11_v3-497277-497548-1A	25
SRR26819474	Pf3D7_11_v3-497277-497548-1A	7
SRR26819139	Pf3D7_11_v3-497277-497548-1A	70
SRR26819400	Pf3D7_11_v3-497277-497548-1A	15
SRR26819215	Pf3D7_11_v3-497277-497548-1A	4
SRR26819553	Pf3D7_12_v3-1959644-1959891-1A	58
SRR26819207	Pf3D7_12_v3-1959644-1959891-1A	137
SRR26819545	Pf3D7_12_v3-1959644-1959891-1A	173
SRR26819527	Pf3D7_12_v3-1959644-1959891-1A	104
SRR26819527	Pf3D7_12_v3-1959644-1959891-1A	8
SRR26819527	Pf3D7_12_v3-1959644-1959891-1A	33
SRR26819214	Pf3D7_12_v3-1959644-1959891-1A	45
SRR26819214	Pf3D7_12_v3-1959644-1959891-1A	168
SRR26819303	Pf3D7_12_v3-1959644-1959891-1A	88
SRR26819303	Pf3D7_12_v3-1959644-1959891-1A	98
SRR26819211	Pf3D7_12_v3-1959644-1959891-1A	165
SRR26819507	Pf3D7_12_v3-1959644-1959891-1A	193
SRR26819151	Pf3D7_12_v3-1959644-1959891-1A	159
SRR26819151	Pf3D7_12_v3-1959644-1959891-1A	3
SRR26819397	Pf3D7_12_v3-1959644-1959891-1A	240
SRR26819397	Pf3D7_12_v3-1959644-1959891-1A	7
SRR26819546	Pf3D7_12_v3-1959644-1959891-1A	112
SRR26819141	Pf3D7_12_v3-1959644-1959891-1A	192
SRR26819141	Pf3D7_12_v3-1959644-1959891-1A	70
SRR26819206	Pf3D7_12_v3-1959644-1959891-1A	175
SRR26819532	Pf3D7_12_v3-1959644-1959891-1A	150
SRR26819246	Pf3D7_12_v3-1959644-1959891-1A	185
SRR26819538	Pf3D7_12_v3-1959644-1959891-1A	149
SRR26819526	Pf3D7_12_v3-1959644-1959891-1A	149
SRR26819220	Pf3D7_12_v3-1959644-1959891-1A	133
SRR26819528	Pf3D7_12_v3-1959644-1959891-1A	91
SRR26819528	Pf3D7_12_v3-1959644-1959891-1A	61
SRR26819595	Pf3D7_12_v3-1959644-1959891-1A	190
SRR26819202	Pf3D7_12_v3-1959644-1959891-1A	175
SRR26819570	Pf3D7_12_v3-1959644-1959891-1A	159
SRR26819541	Pf3D7_12_v3-1959644-1959891-1A	110
SRR26819531	Pf3D7_12_v3-1959644-1959891-1A	133
SRR26819324	Pf3D7_12_v3-1959644-1959891-1A	69
SRR26819324	Pf3D7_12_v3-1959644-1959891-1A	134
SRR26819300	Pf3D7_12_v3-1959644-1959891-1A	153
SRR26819514	Pf3D7_12_v3-1959644-1959891-1A	124
SRR26819514	Pf3D7_12_v3-1959644-1959891-1A	33
SRR26819313	Pf3D7_12_v3-1959644-1959891-1A	87
SRR26819313	Pf3D7_12_v3-1959644-1959891-1A	103
SRR26819200	Pf3D7_12_v3-1959644-1959891-1A	200
SRR26819398	Pf3D7_12_v3-1959644-1959891-1A	158
SRR26819398	Pf3D7_12_v3-1959644-1959891-1A	45
SRR26819356	Pf3D7_12_v3-1959644-1959891-1A	169
SRR26819240	Pf3D7_12_v3-1959644-1959891-1A	200
SRR26819508	Pf3D7_12_v3-1959644-1959891-1A	179
SRR26819208	Pf3D7_12_v3-1959644-1959891-1A	2
SRR26819208	Pf3D7_12_v3-1959644-1959891-1A	150
SRR26819540	Pf3D7_12_v3-1959644-1959891-1A	213
SRR26819345	Pf3D7_12_v3-1959644-1959891-1A	238
SRR26819506	Pf3D7_12_v3-1959644-1959891-1A	233
SRR26819213	Pf3D7_12_v3-1959644-1959891-1A	155
SRR26819213	Pf3D7_12_v3-1959644-1959891-1A	25
SRR26819135	Pf3D7_12_v3-1959644-1959891-1A	242
SRR26819606	Pf3D7_12_v3-1959644-1959891-1A	206
SRR26819228	Pf3D7_12_v3-1959644-1959891-1A	203
SRR26819365	Pf3D7_12_v3-1959644-1959891-1A	206
SRR26819501	Pf3D7_12_v3-1959644-1959891-1A	208
SRR26819505	Pf3D7_12_v3-1959644-1959891-1A	221
SRR26819212	Pf3D7_12_v3-1959644-1959891-1A	147
SRR26819474	Pf3D7_12_v3-1959644-1959891-1A	197
SRR26819139	Pf3D7_12_v3-1959644-1959891-1A	197
SRR26819400	Pf3D7_12_v3-1959644-1959891-1A	182
SRR26819400	Pf3D7_12_v3-1959644-1959891-1A	7
SRR26819215	Pf3D7_12_v3-1959644-1959891-1A	160
SRR26819553	Pf3D7_12_v3-2092529-2092798-1B	34
SRR26819207	Pf3D7_12_v3-2092529-2092798-1B	149
SRR26819545	Pf3D7_12_v3-2092529-2092798-1B	202
SRR26819527	Pf3D7_12_v3-2092529-2092798-1B	79
SRR26819214	Pf3D7_12_v3-2092529-2092798-1B	165
SRR26819214	Pf3D7_12_v3-2092529-2092798-1B	80
SRR26819303	Pf3D7_12_v3-2092529-2092798-1B	298
SRR26819211	Pf3D7_12_v3-2092529-2092798-1B	223
SRR26819507	Pf3D7_12_v3-2092529-2092798-1B	282
SRR26819151	Pf3D7_12_v3-2092529-2092798-1B	184
SRR26819397	Pf3D7_12_v3-2092529-2092798-1B	206
SRR26819546	Pf3D7_12_v3-2092529-2092798-1B	133
SRR26819141	Pf3D7_12_v3-2092529-2092798-1B	133
SRR26819206	Pf3D7_12_v3-2092529-2092798-1B	319
SRR26819532	Pf3D7_12_v3-2092529-2092798-1B	191
SRR26819246	Pf3D7_12_v3-2092529-2092798-1B	169
SRR26819538	Pf3D7_12_v3-2092529-2092798-1B	328
SRR26819526	Pf3D7_12_v3-2092529-2092798-1B	128
SRR26819220	Pf3D7_12_v3-2092529-2092798-1B	142
SRR26819528	Pf3D7_12_v3-2092529-2092798-1B	221
SRR26819595	Pf3D7_12_v3-2092529-2092798-1B	272
SRR26819202	Pf3D7_12_v3-2092529-2092798-1B	291
SRR26819570	Pf3D7_12_v3-2092529-2092798-1B	199
SRR26819541	Pf3D7_12_v3-2092529-2092798-1B	165
SRR26819531	Pf3D7_12_v3-2092529-2092798-1B	219
SRR26819324	Pf3D7_12_v3-2092529-2092798-1B	318
SRR26819300	Pf3D7_12_v3-2092529-2092798-1B	143
SRR26819514	Pf3D7_12_v3-2092529-2092798-1B	292
SRR26819313	Pf3D7_12_v3-2092529-2092798-1B	219
SRR26819200	Pf3D7_12_v3-2092529-2092798-1B	358
SRR26819398	Pf3D7_12_v3-2092529-2092798-1B	245
SRR26819356	Pf3D7_12_v3-2092529-2092798-1B	198
SRR26819240	Pf3D7_12_v3-2092529-2092798-1B	212
SRR26819508	Pf3D7_12_v3-2092529-2092798-1B	265
SRR26819208	Pf3D7_12_v3-2092529-2092798-1B	101
